Ds benchmark...
DsName       V_Num       insert   insert/per       read     read/per     update     update/per        for      for/per       delete   delete/per
DictDs         256     411.05us    1605.65ns   102.95us     402.15ns   281.79us      1100.72ns    15.68us      61.25ns     143.86us     561.95ns
DictDs         256     539.78us    2108.54ns     1.44ms    5606.66ns   355.16us      1387.35ns    10.76us      42.03ns     227.63us     889.20ns
DictDs         256     390.37us    1524.87ns   105.31us     411.35ns   287.78us      1124.13ns     1.15ms    4479.21ns     254.76us     995.17ns
DictDs         256       1.55ms    6060.31ns   109.29us     426.93ns   256.06us      1000.22ns     9.87us      38.55ns       1.23ms    4809.78ns
DictDs         256       1.43ms    5592.02ns   156.03us     609.49ns   264.07us      1031.53ns     9.80us      38.28ns       1.22ms    4759.65ns
DictDs         256       1.00ms    3910.80ns    79.26us     309.60ns   180.74us       706.00ns     7.17us      28.02ns     118.59us     463.25ns
DictDs         516     717.30us    1390.12ns    97.93us     189.79ns   389.68us       755.19ns    13.10us      25.38ns     290.05us     562.11ns
DictDs         516       1.47ms    2853.94ns   530.71us    1028.51ns     1.58ms      3071.56ns    23.62us      45.78ns     346.74us     671.97ns
DictDs         516     574.20us    1112.79ns    98.82us     191.52ns   388.98us       753.84ns    13.05us      25.30ns     286.77us     555.76ns
DictDs         516     584.40us    1132.56ns    98.97us     191.81ns   350.88us       680.01ns    13.03us      25.24ns     235.72us     456.82ns
DictDs         516       1.87ms    3620.84ns   157.33us     304.91ns     1.51ms      2932.19ns    31.17us      60.40ns       1.38ms    2677.20ns
DictDs         516     808.04us    1565.97ns    99.42us     192.68ns   368.49us       714.12ns    13.00us      25.20ns     239.22us     463.60ns
DictDs         516     610.67us    1183.47ns   127.04us     246.19ns   410.81us       796.14ns    13.03us      25.26ns     319.16us     618.53ns
DictDs         516     838.83us    1625.63ns   120.15us     232.86ns   496.22us       961.67ns    13.46us      26.09ns     359.06us     695.85ns
DictDs         516       1.00ms    1943.48ns   132.73us     257.22ns   328.27us       636.18ns    13.31us      25.80ns     303.72us     588.60ns
DictDs         516     821.17us    1591.41ns   169.59us     328.66ns   547.14us      1060.35ns    18.86us      36.56ns     362.63us     702.76ns
DictDs         516     785.06us    1521.44ns   148.65us     288.08ns   440.68us       854.03ns    13.10us      25.40ns     261.94us     507.63ns
DictDs         516     544.38us    1055.01ns   112.71us     218.43ns   326.39us       632.53ns    12.91us      25.03ns     235.78us     456.94ns
DictDs         516     609.16us    1180.55ns    99.96us     193.71ns   325.89us       631.56ns    12.89us      24.99ns     388.82us     753.53ns
DictDs         516     776.25us    1504.37ns    97.66us     189.27ns   407.53us       789.78ns    12.84us      24.89ns     250.69us     485.83ns
DictDs         516     645.72us    1251.40ns   117.42us     227.56ns   360.56us       698.76ns    12.97us      25.15ns     238.71us     462.62ns
DictDs         516     601.42us    1165.54ns   100.11us     194.01ns   358.08us       693.95ns    12.93us      25.07ns     287.17us     556.52ns
DictDs         516     551.79us    1069.36ns   110.09us     213.36ns   354.18us       686.40ns    12.97us      25.14ns     249.84us     484.20ns
DictDs         516     558.84us    1083.03ns    97.87us     189.68ns   401.12us       777.36ns    13.06us      25.32ns     260.56us     504.95ns
DictDs         516     512.38us     992.97ns    98.63us     191.15ns   550.23us      1066.33ns    17.64us      34.19ns     320.21us     620.55ns
DictDs         516     649.83us    1259.36ns   115.60us     224.02ns   352.47us       683.07ns    13.00us      25.20ns     381.54us     739.43ns
DictDs         516     703.43us    1363.24ns    98.41us     190.72ns   415.53us       805.30ns    22.36us      43.34ns     267.00us     517.44ns
DictDs         516       1.48ms    2860.16ns   160.91us     311.84ns     1.57ms      3039.87ns    18.83us      36.48ns       1.43ms    2768.28ns
DictDs        1024       3.38ms    3300.46ns   279.18us     272.64ns     1.01ms       990.11ns    35.98us      35.13ns       2.12ms    2067.82ns
DictDs        1024       5.09ms    4967.63ns   336.94us     329.04ns     3.07ms      2993.84ns    24.92us      24.33ns     555.85us     542.82ns
DictDs        1024       1.14ms    1115.31ns   208.71us     203.82ns   708.07us       691.47ns    24.23us      23.66ns     483.27us     471.94ns
DictDs        1024       1.11ms    1083.91ns   197.55us     192.92ns   737.91us       720.62ns    24.47us      23.89ns     492.15us     480.61ns
DictDs        1024       1.12ms    1091.85ns   198.76us     194.10ns   739.98us       722.64ns    26.33us      25.71ns     500.76us     489.03ns
DictDs        1024       1.16ms    1131.26ns   233.41us     227.94ns   726.56us       709.54ns    24.32us      23.75ns     483.82us     472.48ns
DictDs        1024       3.68ms    3596.00ns   675.64us     659.80ns   823.25us       803.95ns    50.88us      49.69ns     559.32us     546.21ns
DictDs        1024       1.32ms    1285.68ns   218.79us     213.66ns   879.37us       858.76ns    28.67us      28.00ns     717.50us     700.68ns
DictDs        1024       1.66ms    1625.10ns   361.08us     352.62ns     1.21ms      1177.32ns    38.20us      37.31ns     711.86us     695.17ns
DictDs        1024       1.44ms    1402.77ns   253.07us     247.14ns   702.91us       686.44ns    24.50us      23.93ns     553.45us     540.48ns
DictDs        1024       1.27ms    1240.70ns   228.47us     223.11ns   704.21us       687.71ns    33.34us      32.56ns     522.87us     510.61ns
DictDs        1024       1.18ms    1151.23ns   197.44us     192.81ns   742.04us       724.65ns    25.34us      24.74ns     471.50us     460.45ns
DictDs        1024       1.20ms    1167.42ns   212.19us     207.21ns   802.50us       783.69ns    24.48us      23.91ns     490.58us     479.09ns
DictDs        1024       1.13ms    1108.33ns   216.24us     211.17ns   710.96us       694.30ns    24.25us      23.69ns     520.08us     507.89ns
DictDs        1024       1.06ms    1039.52ns   266.56us     260.31ns   719.98us       703.11ns    24.46us      23.88ns     492.65us     481.10ns
DictDs        1024       2.61ms    2548.27ns   213.03us     208.03ns   751.82us       734.20ns    24.39us      23.81ns       1.90ms    1857.55ns
DictDs        1024       5.44ms    5313.67ns   204.80us     200.00ns   723.56us       706.60ns    24.67us      24.09ns     542.60us     529.88ns
DictDs        1024       1.14ms    1115.27ns   230.56us     225.16ns   740.05us       722.70ns    24.47us      23.89ns     481.57us     470.28ns
DictDs        1024       1.19ms    1160.92ns   198.28us     193.63ns   827.11us       807.72ns    24.81us      24.23ns     488.51us     477.06ns
DictDs        1024       1.60ms    1561.64ns   199.48us     194.81ns   718.06us       701.23ns    36.46us      35.60ns     511.75us     499.76ns
DictDs        1024       1.18ms    1148.66ns   198.91us     194.25ns   734.74us       717.52ns    24.35us      23.78ns     529.54us     517.13ns
DictDs        1024       1.09ms    1066.89ns   197.21us     192.59ns   778.99us       760.73ns    24.13us      23.56ns     488.34us     476.89ns
DictDs        2048       2.50ms    1219.61ns   414.82us     202.55ns     1.62ms       789.99ns    49.76us      24.30ns       1.09ms     534.03ns
DictDs        2048       2.64ms    1290.38ns   416.91us     203.57ns     1.43ms       696.99ns    51.34us      25.07ns     965.04us     471.21ns
DictDs        2048       2.45ms    1197.04ns   485.96us     237.29ns     1.77ms       865.52ns    51.03us      24.92ns       1.22ms     595.47ns
DictDs        2048       2.20ms    1076.46ns   402.98us     196.77ns     1.38ms       675.67ns    48.82us      23.84ns       1.12ms     548.13ns
DictDs        2048       2.42ms    1182.93ns   426.39us     208.20ns     1.40ms       683.44ns    48.91us      23.88ns       1.00ms     489.03ns
DictDs        2048       2.17ms    1058.10ns   402.54us     196.55ns     1.39ms       680.07ns    48.39us      23.63ns     985.97us     481.43ns
DictDs        2048       2.16ms    1053.21ns   381.59us     186.32ns     1.40ms       684.75ns    50.51us      24.67ns       1.02ms     497.47ns
DictDs        2048       2.60ms    1267.58ns   483.15us     235.91ns     1.82ms       886.64ns    59.99us      29.29ns       1.23ms     599.99ns
DictDs        2048       2.45ms    1197.73ns   385.00us     187.99ns     1.42ms       695.13ns    48.84us      23.85ns     963.58us     470.50ns
DictDs        2048       2.21ms    1077.65ns   401.13us     195.86ns     1.38ms       672.05ns    48.28us      23.57ns       1.20ms     587.17ns
DictDs        2048       2.68ms    1306.94ns   415.12us     202.70ns     1.63ms       796.04ns    49.43us      24.14ns       1.02ms     497.07ns
DictDs        2048       2.51ms    1225.38ns   430.54us     210.23ns     1.45ms       707.82ns    63.27us      30.89ns       1.08ms     527.37ns
DictDs        2048       2.46ms    1202.59ns   448.46us     218.98ns     2.12ms      1034.26ns   104.02us      50.79ns       1.25ms     612.22ns
DictDs        2048       3.85ms    1878.27ns   686.21us     335.06ns     1.78ms       868.28ns    49.35us      24.10ns     996.55us     486.60ns
DictDs        2048       2.25ms    1096.83ns   393.34us     192.06ns     1.45ms       708.20ns    49.19us      24.02ns       1.01ms     492.56ns
DictDs        2048       2.22ms    1083.42ns   428.78us     209.36ns     1.51ms       738.84ns    49.21us      24.03ns     981.63us     479.31ns
DictDs        2048       2.28ms    1115.67ns   397.09us     193.89ns     1.45ms       708.00ns    48.93us      23.89ns     972.83us     475.02ns
DictDs        2048       2.32ms    1134.44ns   394.46us     192.61ns     1.47ms       719.42ns    49.14us      23.99ns       1.01ms     491.17ns
DictDs        2048       2.50ms    1220.87ns   485.15us     236.89ns     1.69ms       825.37ns    50.98us      24.90ns       1.20ms     586.80ns
DictDs        2048       2.29ms    1117.64ns   380.93us     186.00ns     1.40ms       682.22ns    48.50us      23.68ns     991.77us     484.26ns
DictDs        2048       2.28ms    1113.92ns   394.27us     192.52ns     1.50ms       732.08ns    49.18us      24.01ns     998.66us     487.63ns
DictDs        2048       2.27ms    1106.62ns   393.56us     192.17ns     1.46ms       714.15ns    48.77us      23.81ns       1.00ms     489.16ns
DictDs        4096       4.88ms    1190.82ns   893.05us     218.03ns     2.83ms       691.24ns   117.89us      28.78ns       2.10ms     512.15ns
DictDs        4096       6.93ms    1692.94ns   859.58us     209.86ns     2.84ms       694.09ns   102.64us      25.06ns       2.10ms     512.04ns
DictDs        4096       4.72ms    1151.29ns   954.17us     232.95ns     3.26ms       796.60ns   159.40us      38.92ns       2.57ms     626.30ns
DictDs        4096       4.90ms    1196.68ns   973.76us     237.74ns     2.90ms       708.38ns   102.22us      24.96ns       2.04ms     498.41ns
DictDs        4096       4.98ms    1216.65ns   904.46us     220.81ns     3.27ms       797.27ns   113.42us      27.69ns       2.77ms     676.35ns
DictDs        4096       5.12ms    1250.61ns   929.04us     226.82ns     2.92ms       711.86ns   100.06us      24.43ns       2.09ms     510.24ns
DictDs        4096       4.83ms    1178.97ns   917.13us     223.91ns     2.82ms       687.33ns   101.02us      24.66ns       2.07ms     504.93ns
DictDs        4096       4.86ms    1185.63ns   886.00us     216.31ns     3.49ms       851.97ns   122.82us      29.99ns       2.32ms     565.52ns
DictDs        4096       4.76ms    1161.01ns   925.28us     225.90ns     2.93ms       716.51ns   100.47us      24.53ns       2.06ms     504.01ns
DictDs        4096       4.70ms    1148.63ns   896.63us     218.90ns     2.79ms       680.24ns    99.44us      24.28ns       2.08ms     508.21ns
DictDs        4096       4.82ms    1176.83ns   865.33us     211.26ns     3.45ms       842.93ns   126.34us      30.85ns       2.49ms     607.70ns
DictDs        4096       4.68ms    1142.29ns   919.33us     224.45ns     2.91ms       709.58ns    99.93us      24.40ns       2.01ms     491.45ns
DictDs        4096       4.84ms    1182.42ns   951.20us     232.23ns     3.10ms       755.84ns   133.82us      32.67ns       2.56ms     625.62ns
DictDs        4096       6.89ms    1682.99ns     1.24ms     303.42ns     3.28ms       801.75ns   102.56us      25.04ns       2.10ms     512.46ns
DictDs        4096       7.05ms    1720.79ns   960.06us     234.39ns     3.39ms       827.28ns   120.55us      29.43ns       2.16ms     526.91ns
DictDs        4096       6.98ms    1705.30ns     1.22ms     298.37ns     3.47ms       848.34ns   123.21us      30.08ns       2.11ms     515.70ns
DictDs        4096       5.18ms    1265.03ns   921.77us     225.04ns     3.35ms       818.84ns   102.29us      24.97ns       2.14ms     523.38ns
DictDs        4096       4.91ms    1199.11ns   895.98us     218.74ns     3.10ms       756.44ns   101.33us      24.74ns       2.14ms     523.32ns
DictDs        4096       5.77ms    1408.14ns     1.12ms     274.46ns     3.84ms       936.48ns   117.65us      28.72ns       2.12ms     517.73ns
DictDs        4096       5.12ms    1248.94ns   906.83us     221.39ns     2.94ms       718.05ns   101.35us      24.74ns       2.10ms     512.87ns
DictDs        4096       4.76ms    1161.68ns   927.61us     226.47ns     5.81ms      1417.26ns   156.42us      38.19ns       3.15ms     768.13ns
DictDs        4096       5.10ms    1245.14ns   939.04us     229.26ns     3.08ms       750.99ns   108.28us      26.44ns       2.15ms     524.98ns
DictDs        8192      10.24ms    1249.64ns     7.82ms     954.50ns    21.79ms      2659.94ns   288.54us      35.22ns       4.99ms     609.67ns
DictDs        8192      14.12ms    1724.09ns     2.51ms     306.21ns    12.20ms      1489.78ns   334.43us      40.82ns       7.80ms     951.71ns
DictDs        8192      10.61ms    1295.16ns     2.03ms     247.79ns     9.51ms      1160.59ns   484.58us      59.15ns       6.69ms     817.11ns
DictDs        8192      13.77ms    1680.70ns     1.93ms     235.06ns     8.29ms      1011.93ns   231.03us      28.20ns       5.60ms     683.13ns
DictDs        8192      15.23ms    1859.44ns     2.01ms     245.08ns    14.48ms      1768.04ns   504.54us      61.59ns       4.63ms     564.59ns
DictDs        8192      10.27ms    1254.12ns     2.16ms     263.09ns     8.01ms       977.81ns   247.18us      30.17ns       4.91ms     599.14ns
DictDs        8192      14.08ms    1718.68ns     2.29ms     280.10ns     9.30ms      1135.12ns   251.22us      30.67ns       4.88ms     595.15ns
DictDs        8192      18.81ms    2296.16ns     1.92ms     234.26ns     7.87ms       960.92ns   254.76us      31.10ns       4.90ms     597.92ns
DictDs        8192      11.36ms    1386.43ns     2.61ms     318.57ns     7.82ms       954.94ns   315.16us      38.47ns       4.58ms     559.28ns
DictDs        8192      10.41ms    1270.28ns     2.42ms     295.31ns     9.51ms      1160.78ns   305.16us      37.25ns       4.87ms     594.04ns
DictDs        8192       9.66ms    1179.69ns     1.89ms     230.20ns     7.51ms       917.00ns   201.26us      24.57ns       5.62ms     685.65ns
DictDs        8192      19.31ms    2357.62ns     2.11ms     257.20ns     8.80ms      1074.09ns   237.69us      29.02ns       5.33ms     650.39ns
DictDs        8192      10.17ms    1241.50ns     1.96ms     239.07ns     7.70ms       939.65ns   213.70us      26.09ns       8.76ms    1069.87ns
DictDs        8192      13.72ms    1674.95ns     1.92ms     234.75ns     8.02ms       978.99ns   212.28us      25.91ns       4.46ms     544.90ns
DictDs        8192      17.35ms    2117.44ns     1.95ms     237.86ns     8.23ms      1004.39ns   246.98us      30.15ns       4.42ms     539.57ns
DictDs        8192      25.58ms    3122.10ns     2.95ms     359.77ns     9.88ms      1206.21ns   257.79us      31.47ns      11.91ms    1454.31ns
DictDs        8192      10.50ms    1281.79ns     2.00ms     243.68ns     8.82ms      1076.27ns   235.15us      28.70ns       4.86ms     593.32ns
DictDs        8192      20.22ms    2468.77ns     1.99ms     243.27ns     7.77ms       947.95ns   269.85us      32.94ns       4.56ms     556.19ns
DictDs        8192       9.89ms    1207.84ns     1.94ms     237.04ns     7.69ms       939.06ns   215.35us      26.29ns       4.47ms     545.25ns
DictDs        8192      16.69ms    2037.46ns     1.97ms     240.21ns     8.01ms       978.23ns   215.68us      26.33ns       4.78ms     583.26ns
DictDs        8192      17.74ms    2165.23ns     2.68ms     327.11ns     9.67ms      1180.96ns   214.53us      26.19ns       4.66ms     568.65ns
DictDs        8192      10.14ms    1238.40ns     2.02ms     247.15ns     9.03ms      1102.23ns   531.27us      64.85ns       4.89ms     597.11ns
DictDs       16384      30.70ms    1873.83ns     4.53ms     276.47ns    20.08ms      1225.80ns   451.88us      27.58ns      19.09ms    1164.87ns
DictDs       16384      22.48ms    1372.01ns     4.78ms     291.88ns    22.00ms      1342.88ns   488.53us      29.82ns      27.86ms    1700.44ns
DictDs       16384      29.98ms    1829.83ns     7.44ms     453.97ns    34.28ms      2092.26ns   448.84us      27.39ns      11.43ms     697.51ns
DictDs       16384      25.02ms    1527.06ns     4.37ms     266.68ns    20.35ms      1241.97ns   433.90us      26.48ns      10.28ms     627.64ns
DictDs       16384      21.92ms    1337.83ns     8.32ms     507.66ns    20.02ms      1221.86ns   458.82us      28.00ns      17.83ms    1088.01ns
DictDs       16384      35.05ms    2139.19ns     5.67ms     345.93ns    29.87ms      1823.34ns   502.61us      30.68ns      11.39ms     694.92ns
DictDs       16384      27.32ms    1667.23ns     7.38ms     450.63ns    19.91ms      1214.95ns   481.89us      29.41ns      11.85ms     723.38ns
DictDs       16384      29.94ms    1827.48ns     4.48ms     273.19ns    23.04ms      1406.42ns   487.75us      29.77ns      11.58ms     706.50ns
DictDs       16384      35.86ms    2188.81ns     5.50ms     335.46ns    25.66ms      1566.32ns     3.02ms     184.10ns      13.47ms     822.39ns
DictDs       16384      34.26ms    2091.10ns     4.69ms     286.36ns    20.92ms      1276.93ns   499.35us      30.48ns      12.12ms     739.79ns
DictDs       16384      26.64ms    1625.76ns     4.80ms     292.92ns    33.91ms      2069.89ns   538.85us      32.89ns      11.34ms     692.07ns
DictDs       16384      23.00ms    1403.55ns     4.47ms     273.09ns    23.89ms      1457.85ns   502.53us      30.67ns      18.97ms    1157.80ns
DictDs       16384      23.80ms    1452.55ns     5.28ms     322.24ns    18.83ms      1149.36ns   471.51us      28.78ns      15.21ms     928.12ns
DictDs       16384      27.85ms    1700.03ns     4.44ms     271.18ns    27.64ms      1686.97ns   509.97us      31.13ns      12.42ms     757.78ns
DictDs       16384      38.71ms    2362.78ns    16.02ms     977.80ns    23.58ms      1439.22ns   479.83us      29.29ns      20.63ms    1259.01ns
DictDs       16384      22.40ms    1366.94ns     4.56ms     278.60ns    24.17ms      1474.97ns   538.08us      32.84ns      11.10ms     677.43ns
DictDs       16384      23.59ms    1439.74ns     4.70ms     287.15ns    25.31ms      1545.02ns   472.66us      28.85ns      11.79ms     719.58ns
DictDs       16384      31.80ms    1940.69ns     6.31ms     385.33ns    19.93ms      1216.22ns   495.55us      30.25ns      12.37ms     755.13ns
DictDs       16384      31.00ms    1892.14ns     4.93ms     300.62ns    32.17ms      1963.73ns     1.78ms     108.87ns      11.05ms     674.57ns
DictDs       16384      22.67ms    1383.68ns     4.34ms     264.63ns    23.07ms      1408.23ns   710.51us      43.37ns      11.27ms     688.12ns
DictDs       16384      22.94ms    1400.06ns     4.41ms     269.29ns    21.90ms      1336.53ns   467.47us      28.53ns      11.68ms     713.11ns
DictDs       16384      28.15ms    1717.87ns     4.42ms     270.07ns    26.20ms      1599.17ns   545.88us      33.32ns      10.94ms     667.47ns
DictDs       32768      90.81ms    2771.34ns    11.35ms     346.42ns    79.45ms      2424.60ns     1.10ms      33.63ns      83.77ms    2556.43ns
DictDs       32768     101.61ms    3101.03ns    12.04ms     367.50ns    74.59ms      2276.36ns   981.11us      29.94ns      57.27ms    1747.83ns
DictDs       32768      86.99ms    2654.59ns    12.28ms     374.90ns    69.46ms      2119.89ns   977.95us      29.84ns      43.86ms    1338.44ns
DictDs       32768      78.17ms    2385.42ns    10.30ms     314.48ns    63.78ms      1946.48ns     1.01ms      30.85ns      43.02ms    1312.98ns
DictDs       32768      75.62ms    2307.82ns    10.50ms     320.35ns    66.47ms      2028.43ns   929.38us      28.36ns      51.75ms    1579.29ns
DictDs       32768      74.35ms    2268.91ns    10.27ms     313.54ns    81.58ms      2489.57ns     1.57ms      47.90ns      45.58ms    1390.86ns
DictDs       32768      62.29ms    1900.83ns     8.62ms     263.12ns    48.11ms      1468.12ns   872.50us      26.63ns      34.05ms    1039.00ns
DictDs       32768      54.13ms    1652.03ns     9.48ms     289.42ns    47.92ms      1462.55ns   872.34us      26.62ns      32.35ms     987.22ns
DictDs       32768      52.37ms    1598.11ns     9.05ms     276.32ns    51.25ms      1563.96ns   878.07us      26.80ns      35.61ms    1086.86ns
DictDs       32768      56.18ms    1714.48ns     9.80ms     299.13ns    52.10ms      1589.98ns     1.05ms      32.10ns      35.79ms    1092.25ns
DictDs       32768      55.82ms    1703.52ns     9.60ms     292.93ns    56.75ms      1731.78ns     1.04ms      31.70ns      34.98ms    1067.63ns
DictDs       32768      58.17ms    1775.20ns    10.14ms     309.32ns    65.38ms      1995.16ns     2.74ms      83.73ns      54.81ms    1672.80ns
DictDs       32768      73.98ms    2257.75ns    15.84ms     483.42ns    75.30ms      2297.96ns   969.92us      29.60ns      56.49ms    1724.08ns
DictDs       32768      75.98ms    2318.61ns    16.33ms     498.45ns    79.83ms      2436.28ns   947.18us      28.91ns      67.47ms    2059.03ns
DictDs       32768     101.73ms    3104.41ns    11.69ms     356.88ns    61.26ms      1869.49ns   953.69us      29.10ns      49.13ms    1499.47ns
DictDs       32768      67.50ms    2060.06ns    12.16ms     370.98ns    64.39ms      1964.99ns   952.63us      29.07ns      70.81ms    2160.83ns
DictDs       32768      92.42ms    2820.57ns    10.84ms     330.82ns    89.42ms      2728.96ns     1.01ms      30.88ns      61.39ms    1873.53ns
DictDs       32768      99.66ms    3041.47ns    10.46ms     319.31ns    79.48ms      2425.59ns   899.38us      27.45ns      49.37ms    1506.69ns
DictDs       32768      70.66ms    2156.40ns    21.54ms     657.31ns    92.78ms      2831.53ns     1.68ms      51.34ns      53.75ms    1640.27ns
DictDs       32768      67.88ms    2071.57ns    24.55ms     749.07ns    92.10ms      2810.59ns     1.07ms      32.76ns      52.80ms    1611.44ns
DictDs       32768      72.28ms    2205.73ns    18.42ms     562.24ns    79.43ms      2424.02ns   977.24us      29.82ns      58.07ms    1772.04ns
DictDs       32768      92.27ms    2815.75ns    15.93ms     486.01ns   108.34ms      3306.38ns     1.34ms      41.03ns      46.72ms    1425.67ns
DictDs       65536     258.50ms    3944.45ns    28.44ms     433.96ns   188.84ms      2881.45ns     3.63ms      55.39ns     215.83ms    3293.28ns
DictDs       65536     191.77ms    2926.11ns    27.35ms     417.35ns   248.52ms      3792.10ns     4.31ms      65.70ns     165.38ms    2523.56ns
DictDs       65536     208.42ms    3180.27ns    35.80ms     546.20ns   233.00ms      3555.35ns     4.68ms      71.40ns     198.81ms    3033.63ns
DictDs       65536     228.60ms    3488.22ns    35.17ms     536.58ns   205.26ms      3132.01ns     3.66ms      55.83ns     159.42ms    2432.53ns
DictDs       65536     308.41ms    4705.89ns    40.71ms     621.19ns   278.69ms      4252.41ns     4.87ms      74.31ns     163.02ms    2487.43ns
DictDs       65536     144.00ms    2197.20ns    23.28ms     355.24ns   178.54ms      2724.33ns     9.66ms     147.41ns     161.21ms    2459.86ns
DictDs       65536     233.51ms    3563.05ns    24.59ms     375.24ns   209.15ms      3191.44ns     3.75ms      57.22ns     159.08ms    2427.35ns
DictDs       65536     162.25ms    2475.80ns    34.28ms     523.03ns   267.29ms      4078.55ns     5.11ms      77.99ns     194.66ms    2970.34ns
DictDs       65536     256.20ms    3909.30ns    52.67ms     803.65ns   256.73ms      3917.36ns     4.62ms      70.49ns     172.25ms    2628.29ns
DictDs       65536     246.15ms    3755.88ns    53.98ms     823.71ns   242.87ms      3705.86ns     4.85ms      74.08ns     218.34ms    3331.54ns
DictDs       65536     246.51ms    3761.47ns    38.84ms     592.61ns   264.90ms      4042.09ns     4.10ms      62.57ns     140.54ms    2144.44ns
DictDs       65536     171.79ms    2621.27ns    75.04ms    1145.07ns   220.99ms      3372.05ns     3.64ms      55.55ns     179.37ms    2737.02ns
DictDs       65536     230.85ms    3522.45ns    22.66ms     345.75ns   188.53ms      2876.70ns     4.05ms      61.73ns     125.69ms    1917.89ns
DictDs       65536     143.90ms    2195.80ns    23.16ms     353.33ns   161.52ms      2464.58ns     3.94ms      60.16ns     132.08ms    2015.42ns
DictDs       65536     158.08ms    2412.07ns    26.49ms     404.14ns   167.50ms      2555.86ns     3.88ms      59.23ns     130.55ms    1992.06ns
DictDs       65536     259.17ms    3954.59ns    54.09ms     825.34ns   251.64ms      3839.68ns     6.51ms      99.28ns     172.68ms    2634.94ns
DictDs       65536     190.75ms    2910.58ns    33.48ms     510.92ns   167.64ms      2557.95ns     3.64ms      55.49ns     143.63ms    2191.63ns
DictDs       65536     266.51ms    4066.69ns    37.48ms     571.86ns   225.04ms      3433.89ns     3.76ms      57.42ns     158.93ms    2425.03ns
DictDs       65536     233.83ms    3568.03ns    33.56ms     512.05ns   257.84ms      3934.26ns     5.06ms      77.20ns     184.15ms    2809.98ns
DictDs       65536     261.28ms    3986.89ns    33.88ms     517.04ns   236.96ms      3615.69ns     5.01ms      76.47ns     173.15ms    2642.02ns
DictDs       65536     241.34ms    3682.50ns    31.59ms     481.96ns   268.40ms      4095.53ns     5.27ms      80.37ns     194.87ms    2973.41ns
DictDs       65536     252.87ms    3858.49ns    34.01ms     518.99ns   228.59ms      3487.98ns     4.03ms      61.52ns     169.56ms    2587.29ns
DictDs      131072     580.66ms    4430.08ns    74.70ms     569.90ns   695.16ms      5303.65ns     9.57ms      73.03ns     597.40ms    4557.83ns
DictDs      131072     486.34ms    3710.47ns    66.81ms     509.73ns   598.69ms      4567.61ns     7.04ms      53.73ns     578.74ms    4415.40ns
DictDs      131072     727.82ms    5552.84ns    79.30ms     605.03ns   820.65ms      6261.10ns     7.94ms      60.58ns     633.77ms    4835.26ns
DictDs      131072     567.67ms    4330.95ns    55.46ms     423.15ns   636.67ms      4857.38ns     7.63ms      58.24ns     585.48ms    4466.89ns
DictDs      131072     478.46ms    3650.38ns    70.14ms     535.11ns   586.75ms      4476.53ns     7.14ms      54.47ns     567.82ms    4332.15ns
DictDs      131072     468.06ms    3570.99ns    71.34ms     544.29ns   593.26ms      4526.21ns     7.63ms      58.19ns     479.09ms    3655.17ns
DictDs      131072     436.89ms    3333.23ns    65.21ms     497.53ns   594.63ms      4536.65ns     7.14ms      54.48ns     468.49ms    3574.28ns
DictDs      131072     467.29ms    3565.15ns    63.46ms     484.15ns   596.14ms      4548.17ns     6.46ms      49.31ns     471.10ms    3594.22ns
DictDs      131072     461.47ms    3520.76ns    66.70ms     508.92ns   629.89ms      4805.70ns     7.68ms      58.62ns     465.24ms    3549.47ns
DictDs      131072     447.58ms    3414.75ns    65.94ms     503.07ns   568.48ms      4337.14ns     7.05ms      53.81ns     453.72ms    3461.64ns
DictDs      131072     424.91ms    3241.79ns    61.20ms     466.92ns   565.23ms      4312.34ns     7.14ms      54.47ns     452.08ms    3449.10ns
DictDs      131072     424.61ms    3239.54ns    64.28ms     490.41ns   568.08ms      4334.12ns     7.19ms      54.86ns     460.61ms    3514.16ns
DictDs      131072     438.59ms    3346.21ns    58.71ms     447.94ns   590.87ms      4507.98ns     7.14ms      54.49ns     473.06ms    3609.17ns
DictDs      131072     468.77ms    3576.43ns    59.92ms     457.18ns   577.80ms      4408.26ns     9.39ms      71.63ns     455.60ms    3475.93ns
DictDs      131072     435.64ms    3323.68ns    71.69ms     546.93ns   564.71ms      4308.38ns     7.50ms      57.24ns     455.68ms    3476.59ns
DictDs      131072     432.02ms    3296.04ns    60.16ms     459.02ns   573.83ms      4378.00ns     6.56ms      50.02ns     456.40ms    3482.03ns
DictDs      131072     443.68ms    3385.00ns    76.15ms     580.97ns   564.44ms      4306.31ns     7.23ms      55.17ns     457.05ms    3487.02ns
DictDs      131072     434.84ms    3317.60ns    61.90ms     472.29ns   570.68ms      4353.92ns     7.10ms      54.16ns     442.93ms    3379.26ns
DictDs      131072     439.69ms    3354.58ns    61.10ms     466.15ns   584.48ms      4459.19ns     6.50ms      49.59ns     451.33ms    3443.41ns
DictDs      131072     413.23ms    3152.67ns    62.18ms     474.43ns   568.13ms      4334.48ns     7.08ms      54.01ns     440.64ms    3361.78ns
DictDs      131072     413.92ms    3157.99ns    71.60ms     546.26ns   571.92ms      4363.37ns     6.69ms      51.04ns     463.36ms    3535.19ns
DictDs      131072     433.39ms    3306.52ns    60.24ms     459.56ns   572.90ms      4370.87ns     5.93ms      45.26ns     444.03ms    3387.70ns
